[0.0, -0.075]
[0.041999999999999885, 1.075]
[0.040999999999999884, 1.075]
[0.03999999999999988, 1.075]
[0.03899999999999989, 1.075]
[0.03799999999999989, 1.075]
[0.03699999999999989, 1.075]
[0.035999999999999886, 1.075]
[0.034999999999999885, 1.075]
[0.033999999999999884, 1.075]
[0.032999999999999884, 1.075]
[0.03199999999999989, 1.075]
[0.030999999999999885, 1.075]
[0.029999999999999888, 1.075]
[0.028999999999999887, 1.075]
[0.027999999999999886, 1.075]
[0.026999999999999885, 1.075]
[0.025999999999999888, 1.075]
[0.024999999999999887, 1.075]
[0.023999999999999886, 1.075]
[0.022999999999999885, 1.075]
[0.021999999999999888, 1.075]
[0.020999999999999887, 1.075]
[0.019999999999999886, 1.075]
[0.018999999999999885, 1.075]
[0.017999999999999888, 1.075]
[0.016999999999999887, 1.075]
[0.015999999999999886, 1.075]
[0.014999999999999887, 1.075]
[0.013999999999999886, 1.075]
[0.012999999999999887, 1.075]
[0.011999999999999886, 1.075]
[0.010999999999999887, 1.075]
[0.009999999999999886, 1.075]
[0.008999999999999887, 1.075]
[0.007999999999999886, 1.075]
[0.0069999999999998865, 1.075]
[0.0059999999999998865, 1.075]
[0.0049999999999998865, 1.075]
[0.0039999999999998865, 1.075]
[0.0029999999999998864, 1.075]
[0.0019999999999998864, 1.075]
[9.999999999998864E-4, 1.075]
[0.0, 1.075]
[-0.0011498501412154356, 1.0749988502985486]
[-0.002299695684224253, 1.074995401198792]
[-0.003449532030838534, 1.0749896527145233]
[-0.00459935458290679, 1.0749816048687304]
[-0.0057491587423326935, 1.074971257693596]
[-0.0068989399110938555, 1.0749586112304983]
[-0.008048693491259439, 1.0749436655300095]
[-0.009198414885008934, 1.074926420651898]
[-0.010348099494650929, 1.0749068766651246]
[-0.011497742722640723, 1.074885033647845]
[-0.0126473399715991, 1.074860891687409]
[-0.013796886644330967, 1.0748344508803587]
[-0.014946378143843485, 1.0748057113324303]
[-0.01609580987336407, 1.0747746731585521]
[-0.01724517723635966, 1.0747413364828449]
[-0.01839447563655422, 1.07470570143862]
[-0.019543700477947477, 1.0746677681683812]
[-0.02069284716483372, 1.074627536823822]
[-0.021841911101819374, 1.0745850075658259]
[-0.022990887693841788, 1.074540180564466]
[-0.024139772346187985, 1.0744930559990034]
[-0.025288560464512135, 1.074443634057888]
[-0.02643724745485496, 1.0743919149387557]
[-0.02758582872366119, 1.0743378988484296]
[-0.028734299677798354, 1.0742815860029178]
[-0.029882655724575498, 1.0742229766274132]
[-0.03103089227176079, 1.0741620709562922]
[-0.032179004727600276, 1.0740988692331148]
[-0.03332698850083662, 1.0740333717106219]
[-0.03447483900072671, 1.0739655786507358]
[-0.035622551637060386, 1.073895490324558]
[-0.03677012182017916, 1.0738231070123694]
[-0.03791754496099386, 1.0737484290036277]
[-0.039064816471003294, 1.0736714565969678]
[-0.04021193176231293, 1.0735921901001992]
[-0.04135888624765292, 1.0735106298303057]
[-0.042505675340396114, 1.073426776113443]
[-0.04365229445457724, 1.07334062928494]
[-0.044798739004910396, 1.0732521896892935]
[-0.04594500440680775, 1.073161457680171]
[-0.047091086076398295, 1.0730684336204055]
[-0.0482369794305452, 1.0729731178819972]
[-0.04938267988686524, 1.07287551084611]
[-0.0505281828637462, 1.0727756129030703]
[-0.05167348378036554, 1.0726734244523664]
[-0.0528185780567092, 1.0725689459026462]
[-0.05396346111358902, 1.072462177671715]
[-0.05510812837266155, 1.072353120186535]
[-0.05625257525644664, 1.0722417738832233]
[-0.05739679718834508, 1.0721281392070487]
[-0.0585407895926572, 1.0720122166124324]
[-0.05968454789460158, 1.0718940065629445]
[-0.06082806752033261, 1.071773509531302]
[-0.06197134389695914, 1.0716507259993682]
[-0.0631143724525631, 1.0715256564581501]
[-0.0642571486162171, 1.071398301407795]
[-0.06539966781800308, 1.0712686613575917]
[-0.0665419254890309, 1.0711367368259657]
[-0.06768391706145575, 1.0710025283404776]
[-0.06882563796849739, 1.0708660364378224]
[-0.06996708364445789, 1.0707272616638261]
[-0.07110824952473972, 1.0705862045734433]
[-0.07224913104586426, 1.0704428657307563]
[-0.07338972364549043, 1.070297245708971]
[-0.07453002276243198, 1.070149345090417]
[-0.07567002383667683, 1.0699991644665428]
[-0.07680972230940433, 1.069846704437915]
[-0.07794911362300404, 1.069691965614215]
[-0.07908819322109405, 1.0695349486142383]
[-0.08022695654853872, 1.069375654065889]
[-0.08136539905146718, 1.0692140826061804]
[-0.08250351617729183, 1.06905023488123]
[-0.08364130337472589, 1.0688841115462597]
[-0.08477875609380198, 1.068715713265589]
[-0.08591586978589062, 1.068545040712637]
[-0.08705263990371774, 1.068372094569916]
[-0.0881890619013832, 1.0681968755290319]
[-0.08932513123437932, 1.0680193842906778]
[-0.09046084335960845, 1.0678396215646353]
[-0.09159619373540114, 1.0676575880697683]
[-0.09273117782153535, 1.0674732845340218]
[-0.09386579107925314, 1.0672867116944182]
[-0.09500002897127953, 1.0670978702970555]
[-0.09613388696184104, 1.0669067610971033]
[-0.09726736051668292, 1.0667133848587993]
[-0.09840044510308818, 1.0665177423554482]
[-0.09953313618989504, 1.066319834369417]
[-0.10066542924751518, 1.0661196616921316]
[-0.10179731974795247, 1.0659172251240752]
[-0.10292880316482017, 1.0657125254747837]
[-0.10405987497335945, 1.0655055635628432]
[-0.10519053065045786, 1.0652963402158862]
[-0.10632076567466665, 1.0650848562705892]
[-0.10745057552621932, 1.0648711125726686]
[-0.10857995568704992, 1.0646551099768762]
[-0.10970890164081046, 1.0644368493469991]
[-0.11083740887288931, 1.0642163315558528]
[-0.11196547287042971, 1.0639935574852792]
[-0.11309308912234693, 1.063768528026144]
[-0.11422025311934679, 1.0635412440783305]
[-0.11534696035394405, 1.0633117065507387]
[-0.11647320632047965, 1.063079916361281]
[-0.11759898651513911, 1.0628458744368763]
[-0.11872429643597096, 1.0626095817134507]
[-0.11984913158290393, 1.0623710391359282]
[-0.1209734874577654, 1.0621302476582326]
[-0.12209735956429954, 1.061887208243279]
[-0.123220743408185, 1.0616419218629733]
[-0.12434363449705305, 1.0613943894982059]
[-0.1254660283405053, 1.0611446121388493]
[-0.12658792045013173, 1.0608925907837534]
[-0.1277093063395292, 1.0606383264407422]
[-0.12883018152431847, 1.060381820126609]
[-0.12995054152216268, 1.0601230728671125]
[-0.13107038185278547, 1.0598620856969734]
[-0.13218969803798825, 1.0595988596598687]
[-0.1333084856016685, 1.05933339580843]
[-0.13442674006983804, 1.0590656952042363]
[-0.13554445697064005, 1.0587957589178127]
[-0.13666163183436753, 1.0585235880286237]
[-0.13777826019348127, 1.0582491836250703]
[-0.13889433758262734, 1.057972546804485]
[-0.14000985953865502, 1.0576936786731281]
[-0.14112482160063514, 1.057412580346182]
[-0.1422392193098771, 1.0571292529477487]
[-0.14335304820994715, 1.0568436976108435]
[-0.1444663038466865, 1.056555915477391]
[-0.14557898176822856, 1.056265907698221]
[-0.14669107752501734, 1.0559736754330633]
[-0.14780258666982438, 1.0556792198505438]
[-0.1489135047577673, 1.055382542128179]
[-0.15002382734632752, 1.0550836434523712]
[-0.15113354999536768, 1.0547825250184055]
[-0.1522426682671493, 1.0544791880304425]
[-0.15335117772635132, 1.054173633701515]
[-0.15445907394008693, 1.0538658632535234]
[-0.15556635247792164, 1.0535558779172298]
[-0.1566730089118913, 1.0532436789322535]
[-0.15777903881651922, 1.0529292675470665]
[-0.15888443776883435, 1.0526126450189874]
[-0.15998920134838884, 1.052293812614178]
[-0.16109332513727553, 1.0519727716076366]
[-0.1621968047201457, 1.0516495232831937]
[-0.16329963568422715, 1.0513240689335073]
[-0.16440181361934111, 1.0509964098600564]
[-0.16550333411792026, 1.0506665473731378]
[-0.1666041927750267, 1.050334482791858]
[-0.1677043851883688, 1.0500002174441307]
[-0.16880390695831934, 1.049663752666671]
[-0.1699027536879332, 1.0493250898049873]
[-0.17100092098296446, 1.0489842302133805]
[-0.17209840445188412, 1.0486411752549345]
[-0.17319519970589825, 1.0482959263015128]
[-0.17429130235896467, 1.047948484733753]
[-0.17538670802781076, 1.0475988519410604]
[-0.17648141233195175, 1.0472470293216032]
[-0.17757541089370693, 1.0468930182823064]
[-0.1786686993382183, 1.0465368202388468]
[-0.17976127329346728, 1.0461784366156461]
[-0.18085312839029247, 1.0458178688458672]
[-0.18194426026240748, 1.0454551183714067]
[-0.18303466454641787, 1.0450901866428897]
[-0.18412433688183868, 1.044723075119664]
[-0.18521327291111225, 1.0443537852697948]
[-0.1863014682796253, 1.0439823185700576]
[-0.18738891863572604, 1.043608676505934]
[-0.1884756196307427, 1.043232860571604]
[-0.18956156691899959, 1.0428548722699407]
[-0.19064675615783508, 1.0424747131125054]
[-0.19173118300761946, 1.0420923846195396]
[-0.19281484313177114, 1.0417078883199602]
[-0.19389773219677484, 1.0413212257513536]
[-0.1949798458721992, 1.0409323984599679]
[-0.19606117983071283, 1.040541408000709]
[-0.1971417297481031, 1.0401482559371324]
[-0.1982214913032923, 1.0397529438414383]
[-0.19930046017835534, 1.0393554732944645]
[-0.20037863205853734, 1.0389558458856805]
[-0.2014560026322703, 1.038554063213181]
[-0.20253256759119057, 1.0381501268836792]
[-0.2036083226301565, 1.037744038512501]
[-0.20468326344726492, 1.0373357997235784]
[-0.2057573857438687, 1.0369254121494427]
[-0.20683068522459425, 1.0365128774312178]
[-0.2079031575973581, 1.036098197218614]
[-0.20897479857338433, 1.0356813731699221]
[-0.2100456038672221, 1.0352624069520053]
[-0.21111556919676203, 1.034841300240293]
[-0.21218469028325387, 1.034418054718775]
[-0.2132529628513236, 1.033992672079994]
[-0.21432038262899025, 1.0335651540250388]
[-0.21538694534768293, 1.0331355022635373]
[-0.21645264674225864, 1.032703718513651]
[-0.21751748255101835, 1.032269804502066]
[-0.21858144851572442, 1.031833761963988]
[-0.21964454038161804, 1.031395592643134]
[-0.22070675389743566, 1.0309552982917272]
[-0.2217680848154261, 1.0305128806704866]
[-0.22282852889136803, 1.0300683415486243]
[-0.2238880818845862, 1.0296216827038343]
[-0.22494673955796876, 1.0291729059222887]
[-0.22600449767798475, 1.0287220129986285]
[-0.22706135201469976, 1.028269005735957]
[-0.22811729834179417, 1.0278138859458332]
[-0.22917233243657908, 1.0273566554482632]
[-0.23022645008001355, 1.0268973160716943]
[-0.2312796470567219, 1.0264358696530074]
[-0.2323319191550097, 1.0259723180375087]
[-0.23338326216688127, 1.025506663078923]
[-0.23443367188805647, 1.0250389066393872]
[-0.23548314411798707, 1.024569050589441]
[-0.23653167465987385, 1.0240970968080205]
[-0.2375792593206837, 1.023623047182451]
[-0.23862589391116576, 1.0231469036084386]
[-0.2396715742458683, 1.0226686679900634]
[-0.24071629614315615, 1.022188342239771]
[-0.2417600554252265, 1.0217059282783658]
[-0.24280284791812598, 1.0212214280350025]
[-0.24384466945176733, 1.0207348434471792]
[-0.24488551585994683, 1.0202461764607287]
[-0.2459253829803593, 1.0197554290298116]
[-0.24696426665461593, 1.0192626031169083]
[-0.2480021627282613, 1.01876770069281]
[-0.24903906705078865, 1.018270723736613]
[-0.2500749754756574, 1.0177716742357092]
[-0.25110988386030964, 1.0172705541857778]
[-0.2521437880661863, 1.0167673655907792]
[-0.2531766839587446, 1.016262110462945]
[-0.25420856740747333, 1.0157547908227709]
[-0.2552394342859102, 1.0152454086990088]
[-0.2562692804716583, 1.014733966128658]
[-0.25729810184640217, 1.0142204651569582]
[-0.25832589429592456, 1.0137049078373799]
[-0.25935265371012334, 1.0131872962316166]
[-0.2603783759830268, 1.0126676324095774]
[-0.26140305701281114, 1.0121459184493782]
[-0.2624266927018162, 1.0116221564373327]
[-0.26344927895656217, 1.0110963484679454]
[-0.2644708116877658, 1.0105684966439021]
[-0.26549128681035733, 1.010038603076062]
[-0.2665107002434957, 1.0095066698834487]
[-0.26752904791058585, 1.008972699193243]
[-0.26854632573929454, 1.008436693140773]
[-0.2695625296615669, 1.0078986538695067]
[-0.2705776556136422, 1.007358583531042]
[-0.2715916995360712, 1.0068164842850995]
[-0.272604657373731, 1.0062723582995132]
[-0.27361652507584205, 1.0057262077502225]
[-0.2746272985959846, 1.0051780348212618]
[-0.275636973892114, 1.0046278417047538]
[-0.27664554692657756, 1.0040756306008998]
[-0.2776530136661304, 1.0035214037179707]
[-0.27865937008195163, 1.0029651632722985]
[-0.27966461214966104, 1.0024069114882672]
[-0.280668735849334, 1.0018466505983046]
[-0.2816717371655183, 1.0012843828428721]
[-0.28267361208725045, 1.000720110470457]
[-0.28367435660807094, 1.0001538357375628]
[-0.28467396672604084, 0.9995855609087007]
[-0.285672438443758, 0.9990152882563793]
[-0.2866697677683722, 0.9984430200610975]
[-0.2876659507116019, 0.9978687586113335]
[-0.2886609832897496, 0.9972925062035369]
[-0.28965486152371844, 0.9967142651421191]
[-0.2906475814390273, 0.996134037739444]
[-0.2916391390658278, 0.9955518263158181]
[-0.2926295304389189, 0.9949676331994829]
[-0.2936187515977633, 0.9943814607266043]
[-0.2946067985865041, 0.9937933112412631]
[-0.295593667453979, 0.993203187095447]
[-0.2965793542537375, 0.9926110906490394]
[-0.2975638550440559, 0.9920170242698113]
[-0.29854716588795316, 0.9914209903334115]
[-0.29952928285320746, 0.9908229912233567]
[-0.3005102020123705, 0.9902230293310222]
[-0.3014899194427843, 0.9896211070556328]
[-0.3024684312265965, 0.9890172268042524]
[-0.3034457334507762, 0.988411390991775]
[-0.304421822207129, 0.9878036020409147]
[-0.3053966935923139, 0.9871938623821961]
[-0.30637034370785754, 0.9865821744539448]
[-0.30734276866017063, 0.9859685407022772]
[-0.3083139645605629, 0.9853529635810911]
[-0.3092839275252595, 0.9847354455520558]
[-0.3102526536754155, 0.9841159890846022]
[-0.31122013913713265, 0.9834945966559128]
[-0.3121863800414737, 0.982871270750912]
[-0.3131513725244782, 0.9822460138622563]
[-0.3141151127271784, 0.9816188284903238]
[-0.31507759679561426, 0.9809897171432048]
[-0.31603882088084884, 0.9803586823366918]
[-0.3169987811389843, 0.979725726594268]
[-0.31795747373117617, 0.9790908524470995]
[-0.31891489482364976, 0.9784540624340234]
[-0.3198710405877149, 0.9778153591015388]
[-0.3208259071997813, 0.9771747450037955]
[-0.3217794908413741, 0.976532222702585]
[-0.3227317876991491, 0.9758877947673288]
[-0.3236827939649075, 0.97524146377507]
[-0.3246325058356122, 0.9745932323104609]
[-0.32558091951340173, 0.9739431029657546]
[-0.32652803120560625, 0.973291078340793]
[-0.32747383712476236, 0.9726371610429978]
[-0.3284183334886287, 0.9719813536873589]
[-0.3293615165202004, 0.9713236588964252]
[-0.330303382447725, 0.9706640793002923]
[-0.3312439275047169, 0.970002617536594]
[-0.33218314792997233, 0.9693392762504904]
[-0.33312103996758474, 0.968674058094658]
[-0.33405759986696054, 0.9680069657292781]
[-0.33499282388283225, 0.967338001822028]
[-0.33592670827527504, 0.9666671690480683]
[-0.33685924930972083, 0.9659944700900337]
[-0.33779044325697444, 0.9653199076380212]
[-0.33872028639322677, 0.9646434843895806]
[-0.33964877500007085, 0.963965203049702]
[-0.34057590536451643, 0.9632850663308067]
[-0.3415016737790047, 0.9626030769527352]
[-0.3424260765414234, 0.9619192376427369]
[-0.3433491099551215, 0.9612335511354588]
[-0.34427077032892395, 0.9605460201729349]
[-0.3451910539771461, 0.959856647504575]
[-0.3461099572196092, 0.9591654358871542]
[-0.3470274763816544, 0.958472388084801]
[-0.3479436077941575, 0.9577775068689871]
[-0.34885834779354485, 0.9570807950185154]
[-0.34977169272180597, 0.9563822553195103]
[-0.35068363892650956, 0.9556818905654048]
[-0.35159418276081794, 0.9549797035569306]
[-0.35250332058350126, 0.9542756971021069]
[-0.35341104875895213, 0.9535698740162287]
[-0.3543173636572007, 0.9528622371218547]
[-0.3552222616539285, 0.952152789248798]
[-0.3561257391304832, 0.9514415332341133]
[-0.357027792473893, 0.9507284719220862]
[-0.35792841807688125, 0.9500136081642213]
[-0.3588276123378806, 0.9492969448192317]
[-0.35972537166104823, 0.9485784847530261]
[-0.3606216924562789, 0.9478582308386986]
[-0.36151657113922, 0.9471361859565174]
[-0.3624100041312863, 0.946412352993912]
[-0.3633019878596735, 0.9456867348454625]
[-0.3641925187573728, 0.9449593344128885]
[-0.36508159326318546, 0.9442301546050358]
[-0.36596920782173703, 0.9434991983378666]
[-0.3668553588834907, 0.9427664685344469]
[-0.36774004290476237, 0.9420319681249351]
[-0.3686232563477347, 0.94129570004657]
[-0.36950499568047124, 0.9405576672436594]
[-0.3703852573769301, 0.9398178726675683]
[-0.3712640379169786, 0.9390763192767065]
[-0.37214133378640724, 0.9383330100365176]
[-0.3730171414769435, 0.9375879479194668]
[-0.37389145748626584, 0.9368411359050288]
[-0.3747642783180185, 0.9360925769796761]
[-0.3756356004818244, 0.9353422741368671]
[-0.3765054204932997, 0.9345902303770341]
[-0.3773737348740675, 0.9338364487075711]
[-0.37824054015177194, 0.9330809321428223]
[-0.3791058328600922, 0.9323236837040689]
[-0.379969609538756, 0.9315647064195186]
[-0.3808318667335534, 0.9308040033242925]
[-0.3816926009963513, 0.9300415774604128]
[-0.3825518088851061, 0.9292774318767915]
[-0.38340948696387844, 0.9285115696292172]
[-0.3842656318028471, 0.9277439937803438]
[-0.38512023997832157, 0.9269747073996772]
[-0.38597330807275654, 0.9262037135635646]
[-0.3868248326747655, 0.9254310153551804]
[-0.38767481037913426, 0.9246566158645151]
[-0.3885232377868345, 0.9238805181883627]
[-0.38937011150503803, 0.9231027254303076]
[-0.3902154281471291, 0.9223232407007135]
[-0.391059184332719, 0.9215420671167096]
[-0.3919013766876592, 0.9207592078021791]
[-0.39274200184405483, 0.9199746658877466]
[-0.39358105644027797, 0.9191884445107651]
[-0.3944185371209819, 0.918400546815303]
[-0.39525444053711345, 0.9176109759521335]
[-0.39608876334592696, 0.9168197350787199]
[-0.39692150221099753, 0.9160268273592042]
[-0.39775265380223446, 0.9152322559643937]
[-0.3985822147958943, 0.9144360240717493]
[-0.39941018187459487, 0.9136381348653713]
[-0.40023655172732747, 0.9128385915359879]
[-0.40106132104947084, 0.9120373972809425]
[-0.4018844865428042, 0.9112345553041801]
[-0.4027060449155201, 0.9104300688162348]
[-0.4035259928822385, 0.9096239410342168]
[-0.4043443271640189, 0.9088161751818008]
[-0.40516104448837403, 0.9080067744892109]
[-0.4059761415892826, 0.9071957421932095]
[-0.4067896152072026, 0.9063830815370837]
[-0.4076014620890841, 0.9055687957706324]
[-0.4084116789883831, 0.9047528881501525]
[-0.40922026266507305, 0.9039353619384277]
[-0.410027209885659, 0.9031162204047137]
[-0.41083251742319, 0.9022954668247262]
[-0.4116361820572721, 0.9014731044806269]
[-0.41243820057408115, 0.9006491366610117]
[-0.4132385697663763, 0.8998235666608957]
[-0.41403728643351156, 0.8989963977817022]
[-0.4148343473814501, 0.898167633331247]
[-0.4156297494227754, 0.8973372766237279]
[-0.41642348937670537, 0.8965053309797095]
[-0.4172155640691047, 0.8956717997261099]
[-0.41800597033249687, 0.894836686196189]
[-0.4187947050060777, 0.8939999937295333]
[-0.41958176493572746, 0.8931617256720444]
[-0.42036714697402383, 0.8923218853759238]
[-0.42115084798025404, 0.8914804761996606]
[-0.42193286482042813, 0.8906375015080176]
[-0.4227131943672907, 0.8897929646720181]
[-0.42349183350033387, 0.8889468690689327]
[-0.42426877910580973, 0.8880992180822652]
[-0.42504402807674263, 0.8872500151017392]
[-0.42581757731294145, 0.886399263523285]
[-0.42658942372101305, 0.8855469667490251]
[-0.427359564214373, 0.8846931281872619]
[-0.4281279957132591, 0.8838377512524628]
[-0.42889471514474337, 0.8829808393652474]
[-0.42965971944274417, 0.8821223959523734]
[-0.4304230055480386, 0.8812624244467229]
[-0.4311845704082752, 0.8804009282872889]
[-0.4319444109779852, 0.8795379109191617]
[-0.4327025242185953, 0.8786733757935142]
[-0.4334589070984398, 0.8778073263675892]
[-0.43421355659277266, 0.8769397661046855]
[-0.43496646968377944, 0.876070698474143]
[-0.4357176433605899, 0.8752001269513294]
[-0.4364670746192892, 0.8743280550176273]
[-0.43721476046293056, 0.8734544861604185]
[-0.43796069790154696, 0.8725794238730716]
[-0.43870488395216317, 0.8717028716549269]
[-0.4394473156388081, 0.8708248330112829]
[-0.4401879899925257, 0.8699453114533824]
[-0.4409269040513876, 0.8690643104983985]
[-0.4416640548605053, 0.8681818336694203]
[-0.4423994394720406, 0.8672978844954382]
[-0.44313305494521893, 0.8664124665113314]
[-0.44386489834634024, 0.8655255832578522]
[-0.4445949667487908, 0.8646372382816128]
[-0.4453232572330551, 0.8637474351350704]
[-0.4460497668867276, 0.8628561773765138]
[-0.4467744928045238, 0.8619634685700485]
[-0.447497432088293, 0.8610693122855826]
[-0.4482185818470287, 0.8601737120988128]
[-0.4489379391968806, 0.8592766715912098]
[-0.4496555012611663, 0.8583781943500041]
[-0.4503712651703828, 0.8574782839681716]
[-0.4510852280622175, 0.8565769440444196]
[-0.45179738708156053, 0.8556741781831716]
[-0.4525077393805153, 0.8547699899945534]
[-0.45321628211841014, 0.8538643830943793]
[-0.45392301246180994, 0.8529573611041362]
[-0.4546279275845272, 0.8520489276509701]
[-0.4553310246676332, 0.8511390863676718]
[-0.45603230089947006, 0.8502278408926611]
[-0.45673175347566103, 0.8493151948699742]
[-0.45742937959912205, 0.8484011519492469]
[-0.4581251764800731, 0.8474857157857023]
[-0.4588191413360492, 0.8465688900401339]
[-0.45951127139191134, 0.8456506783788934]
[-0.4602015638798584, 0.844731084473873]
[-0.46089001603943713, 0.843810112002494]
[-0.4615766251175536, 0.8428877646476897]
[-0.46226138836848474, 0.8419640460978915]
[-0.46294430305388845, 0.841038960047015]
[-0.4636253664428151, 0.8401125101944434]
[-0.46430457581171874, 0.8391847002450139]
[-0.4649819284444668, 0.838255533909003]
[-0.4656574216323524, 0.8373250149021113]
[-0.466331052674104, 0.8363931469454483]
[-0.46700281887589706, 0.8354599337655186]
[-0.46767271755136447, 0.8345253790942052]
[-0.4683407460216071, 0.8335894866687565]
[-0.4690069016152047, 0.8326522602317707]
[-0.46967118166822674, 0.83171370353118]
[-0.4703335835242427, 0.8307738203202366]
[-0.470994104534333, 0.8298326143574978]
[-0.4716527420570998, 0.8288900894068091]
[-0.4723094934586766, 0.8279462492372923]
[-0.47296435611274007, 0.8270010976233279]
[-0.47361732740051943, 0.8260546383445406]
[-0.47426840471080767, 0.825106875185785]
[-0.47491758543997137, 0.8241578119371296]
[-0.4755648669919623, 0.8232074523938413]
[-0.476210246778326, 0.8222558003563719]
[-0.4768537222182137, 0.8213028596303411]
[-0.47749529073839175, 0.8203486340265224]
[-0.4781349497732522, 0.8193931273608271]
[-0.47877269676482326, 0.8184363434542902]
[-0.47940852916277926, 0.817478286133053]
[-0.4800424444244508, 0.8165189592283503]
[-0.48067444001483506, 0.8155583665764936]
[-0.4813045134066062, 0.8145965120188557]
[-0.4819326620801246, 0.8136333994018564]
[-0.48255888352344817, 0.8126690325769457]
[-0.4831831752323413, 0.8117034154005897]
[-0.4838055347102854, 0.8107365517342542]
[-0.48442595946848893, 0.8097684454443899]
[-0.485044447025897, 0.8087991004024165]
[-0.48566099490920156, 0.8078285204847082]
[-0.4862756006528517, 0.8068567095725762]
[-0.4868882617990622, 0.805883671552255]
[-0.4874989758978251, 0.8049094103148864]
[-0.4881077405069179, 0.8039339297565037]
[-0.4887145531919145, 0.802957233778016]
[-0.4893194115261939, 0.8019793262851933]
[-0.4899223130909514, 0.8010002111886497]
[-0.4905232554752066, 0.800019892403829]
[-0.49112223627581403, 0.7990383738509884]
[-0.4917192530974724, 0.7980556594551828]
[-0.4923143035527343, 0.7970717531462495]
[-0.49290738526201605, 0.7960866588587917]
[-0.49349849585360667, 0.7951003805321636]
[-0.49408763296367747, 0.7941129221104546]
[-0.49467479423629185, 0.7931242875424729]
[-0.4952599773234145, 0.79213448078173]
[-0.4958431798849205, 0.7911435057864254]
[-0.4964243995886056, 0.7901513665194296]
[-0.4970036341101944, 0.7891580669482697]
[-0.49758088113335014, 0.7881636110451125]
[-0.4981561383496844, 0.7871680027867487]
[-0.49872940345876554, 0.7861712461545776]
[-0.49930067416812823, 0.785173345134591]
[-0.4998699481932833, 0.7841743037173563]
[-0.5004372232577255, 0.7831741258980018]
[-0.5010024970929438, 0.7821728156762002]
[-0.5015657674384296, 0.7811703770561529]
[-0.5021270320416865, 0.7801668140465731]
[-0.5026862886582394, 0.7791621306606705]
[-0.503243535051642, 0.7781563309161357]
[-0.5037987689934876, 0.777149418835123]
[-0.5043519882634171, 0.7761413984442354]
[-0.5049031906491278, 0.7751322737745074]
[-0.5054523739463824, 0.7741220488613904]
[-0.5059995359590183, 0.773110727744734]
[-0.5065446744989555, 0.7720983144687731]
[-0.5070877873862057, 0.7710848130821093]
[-0.5076288724488818, 0.7700702276376961]
[-0.508167927523205, 0.7690545621928211]
[-0.5087049504535149, 0.768037820809092]
[-0.5092399390922777, 0.7670200075524178]
[-0.5097728913000942, 0.7660011264929951]
[-0.5103038049457088, 0.7649811817052901]
[-0.5108326779060185, 0.7639601772680226]
[-0.5113595080660807, 0.7629381172641502]
[-0.5118842933191214, 0.7619150057808517]
[-0.5124070315665451, 0.7608908469095105]
[-0.5129277207179413, 0.7598656447456985]
[-0.5134463586910942, 0.7588394033891598]
[-0.5139629434119907, 0.7578121269437941]
[-0.5144774728148278, 0.7567838195176405]
[-0.5149899448420225, 0.755754485222861]
[-0.515500357444219, 0.7547241281757237]
[-0.5160087085802967, 0.7536927524965867]
[-0.5165149962173792, 0.752660362309882]
[-0.5170192183308413, 0.7516269617440982]
[-0.5175213729043183, 0.7505925549317646]
[-0.5180214579297137, 0.7495571460094338]
[-0.5185194714072063, 0.7485207391176667]
[-0.5190154113452595, 0.7474833384010146]
[-0.5195092757606286, 0.746444948008003]
[-0.5200010626783685, 0.745405572091115]
[-0.5204907701318424, 0.7443652148067756]
[-0.5209783961627291, 0.7433238803153329]
[-0.5214639388210308, 0.7422815727810437]
[-0.5219473961650811, 0.7412382963720558]
[-0.5224287662615525, 0.7401940552603917]
[-0.5229080471854647, 0.7391488536219311]
[-0.5233852370201915, 0.7381026956363956]
[-0.5238603338574691, 0.7370555854873304]
[-0.5243333357974037, 0.736007527362089]
[-0.5248042409484786, 0.7349585254518152]
[-0.5252730474275621, 0.7339085839514278]
[-0.5257397533599153, 0.7328577070596022]
[-0.5262043568791989, 0.7318058989787549]
[-0.5266668561274814, 0.7307531639150259]
[-0.5271272492552461, 0.7296995060782622]
[-0.5275855344213987, 0.7286449296820009]
[-0.5280417097932742, 0.7275894389434527]
[-0.5284957735466448, 0.7265330380834846]
[-0.5289477238657272, 0.7254757313266029]
[-0.5293975589431893, 0.7244175229009365]
[-0.529845276980158, 0.7233584170382206]
[-0.5302908761862262, 0.7222984179737785]
[-0.5307343547794593, 0.7212375299465057]
[-0.5311757109864039, 0.7201757571988532]
[-0.5316149430420933, 0.7191131039768088]
[-0.5320520491900557, 0.718049574529882]
[-0.5324870276823201, 0.7169851731110864]
[-0.5329198767794242, 0.7159199039769223]
[-0.5333505947504211, 0.7148537713873602]
[-0.5337791798728864, 0.7137867796058232]
[-0.5342056304329246, 0.7127189328991701]
[-0.5346299447251762, 0.7116502355376793]
[-0.5350521210528246, 0.7105806917950301]
[-0.5354721577276031, 0.7095103059482871]
[-0.5358900530698011, 0.7084390822778823]
[-0.5363058054082711, 0.7073670250675977]
[-0.5367194130804355, 0.7062941386045488]
[-0.5371308744322931, 0.7052204271791677]
[-0.537540187818426, 0.7041458950851849]
[-0.5379473516020054, 0.7030705466196129]
[-0.538352364154799, 0.7019943860827293]
[-0.5387552238571773, 0.700917417778058]
[-0.5391559290981198, 0.6998396460123545]
[-0.5395544782752216, 0.6987610750955863]
[-0.5399508697947, 0.6976817093409172]
